symbol,name,industry,sector,market_cap,exchange
ASTERDM,Aster DM Healthcare Limited,Medical Care Facilities,Healthcare,207994454016,BSE
YSL,Unknown,Unknown,Unknown,0,BSE
KANCOTEA,Unknown,Unknown,Unknown,0,BSE
ANGEL,Unknown,Unknown,Unknown,0,BSE
HGINFRA,H.G. Infra Engineering Limited,Engineering & Construction,Industrials,101181390848,BSE
INFLAME,Unknown,Unknown,Unknown,0,BSE
BPLPHARMA,Unknown,Unknown,Unknown,0,BSE
SHREESHAY,Unknown,Unknown,Unknown,0,BSE
ACFL,Unknown,Unknown,Unknown,0,BSE
BDL,Bharat Dynamics Limited,Aerospace & Defense,Industrials,413500276736,BSE
ACTIVE,Unknown,Unknown,Unknown,0,BSE
GOYALALUM,Goyal Aluminiums Limited,Aluminum,Basic Materials,1521533696,BSE
BANDHANBNK,Bandhan Bank Limited,Banks—Regional,Financial Services,314783531008,BSE
HAL,Hindustan Aeronautics Limited,Aerospace & Defense,Industrials,2959563292672,BSE
KBCGLOBAL,KBC Global Limited,Real Estate—Development,Real Estate,2237920768,BSE
SANDHAR,Sandhar Technologies Limited,Auto Parts,Consumer Cyclical,33869307904,BSE
YASHO,Yasho Industries Limited,Specialty Chemicals,Basic Materials,22718605312,BSE
BENARA,Unknown,Unknown,Unknown,0,BSE
ISEC,ICICI Securities Limited,Capital Markets,Financial Services,288852246528,BSE
MIDHANI,Mishra Dhatu Nigam Limited,Steel,Basic Materials,73737027584,BSE
LEX,Unknown,Unknown,Unknown,0,BSE
OBCL,Orissa Bengal Carrier Limited,Trucking,Industrials,1204671232,BSE
TRL,Unknown,Unknown,Unknown,0,BSE
LEMONTREE,Lemon Tree Hotels Limited,Lodging,Consumer Cyclical,96362422272,BSE
CHEMFAB,Unknown,Specialty Chemicals,Basic Materials,14960214016,BSE
HARDWYN,Hardwyn India Limited,Building Products & Equipment,Industrials,14384363520,BSE
DLCL,Unknown,Unknown,Unknown,0,BSE
ORIENTELEC,Orient Electric Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,51474546688,BSE
DHRUV,Dhruv Consultancy Services Limited,Engineering & Construction,Industrials,2309183488,BSE
AKSHAR,Akshar Spintex Limited,Textile Manufacturing,Consumer Cyclical,730609984,BSE
INDOUS,Unknown,Unknown,Unknown,0,BSE
BSE500IETF,Unknown,Unknown,Unknown,0,BSE
INDOSTAR,IndoStar Capital Finance Limited,Credit Services,Financial Services,41211527168,BSE
MILEFUR,Unknown,Unknown,Unknown,0,BSE
UHZAVERI,Unknown,Unknown,Unknown,0,BSE
PARVATI,Unknown,Unknown,Unknown,0,BSE
MEGASTAR,Megastar Foods Limited,Packaged Foods,Consumer Defensive,3134795520,BSE
INNOVATORS,Unknown,Unknown,Unknown,0,BSE
UCIL,Unknown,Unknown,Unknown,0,BSE
ZIMLAB,ZIM Laboratories Limited,Drug Manufacturers—Specialty & Generic,Healthcare,5379328512,BSE
AFFORDABLE,Unknown,Unknown,Unknown,0,BSE
DOLLAR,Dollar Industries Limited,Apparel Manufacturing,Consumer Cyclical,30051024896,BSE
NGIL,Nakoda Group of Industries Limited,Packaged Foods,Consumer Defensive,868596288,BSE
PALMJEWELS,Unknown,Unknown,Unknown,0,BSE
WAA,Unknown,Unknown,Unknown,0,BSE
ADANIGREEN,Adani Green Energy Limited,Utilities—Renewable,Utilities,2984787836928,BSE
UNICK,Unknown,Unknown,Unknown,0,BSE
SOLARA,Solara Active Pharma Sciences Limited,Drug Manufacturers—Specialty & Generic,Healthcare,33959335936,BSE
GAYAHWS,Gayatri Highways Limited,Infrastructure Operations,Industrials,301961504,BSE
RITES,RITES Limited,Engineering & Construction,Industrials,160593821696,BSE
FINEORG,Fine Organic Industries Limited,Specialty Chemicals,Basic Materials,163578757120,BSE
VARROC,Varroc Engineering Limited,Auto Parts,Consumer Cyclical,90273603584,BSE
RAJNISH,Unknown,Unknown,Unknown,0,BSE
STRAEXPO,Unknown,Unknown,Unknown,0,BSE
RAWEDGE,Unknown,Unknown,Unknown,0,BSE
SUPERSHAKT,Unknown,Unknown,Unknown,0,BSE
ASHNI,Unknown,Unknown,Unknown,0,BSE
RACONTEUR,Unknown,Unknown,Unknown,0,BSE
HDFCAMC,HDFC Asset Management Company Limited,Asset Management,Financial Services,932455251968,BSE
VIVANTA,Unknown,Unknown,Unknown,0,BSE
FRATELLI,Unknown,Unknown,Unknown,0,BSE
CREDITACC,CreditAccess Grameen Limited,Credit Services,Financial Services,190877220864,BSE
AMINTAN,Unknown,Unknown,Unknown,0,BSE
DEEP,Unknown,Unknown,Unknown,0,BSE
SMEL,Unknown,Unknown,Unknown,0,BSE
NEXT50IETF,Unknown,Unknown,Unknown,0,BSE
ASRL,Unknown,Unknown,Unknown,0,BSE
SPACEINCUBA,Unknown,Unknown,Unknown,0,BSE
SGIL,Synergy Green Industries Limited,Metal Fabrication,Industrials,6203321856,BSE
RANJEET,Unknown,Unknown,Unknown,0,BSE
IRCON,Ircon International Limited,Engineering & Construction,Industrials,211766444032,BSE
SKYGOLD,Sky Gold Limited,Luxury Goods,Consumer Cyclical,36509253632,BSE
SETFSN50,Unknown,Unknown,Unknown,0,BSE
MANORAMA,Manorama Industries Limited,Packaged Foods,Consumer Defensive,49276452864,BSE
INNOVATIVE,Unknown,Unknown,Unknown,0,BSE
AAVAS,Aavas Financiers Limited,Mortgage Finance,Financial Services,146328862720,BSE
GRSE,Garden Reach Shipbuilders & Engineers Limited,Aerospace & Defense,Industrials,195603267584,BSE
AAL,Unknown,Unknown,Unknown,0,BSE
DOLFIN,Unknown,Unknown,Unknown,0,BSE
SHUBHAM,Unknown,Unknown,Unknown,0,BSE
AKI,AKI India Limited,Footwear & Accessories,Consumer Cyclical,1882194560,BSE
SUNRETAIL,Unknown,Unknown,Unknown,0,BSE
SMGOLD,Unknown,Unknown,Unknown,0,BSE
VIVIDM,Unknown,Unknown,Unknown,0,BSE
BCPL,Unknown,Unknown,Unknown,0,BSE
ATGL,Adani Total Gas Limited,Utilities—Regulated Gas,Utilities,864615727104,BSE
PHOSPHATE,Unknown,Unknown,Unknown,0,BSE
NIFTYETF,Unknown,Unknown,Unknown,0,BSE
TECHNOE,Techno Electric & Engineering Company Limited,Engineering & Construction,Industrials,183242276864,BSE
RONI,Unknown,Unknown,Unknown,0,BSE
SKIFL,Unknown,Unknown,Unknown,0,BSE
DGL,Unknown,Unknown,Unknown,0,BSE
ARYAN,Unknown,Unknown,Unknown,0,BSE
NIVAKA,Unknown,Unknown,Unknown,0,BSE
DALBHARAT,Dalmia Bharat Limited,Building Materials,Basic Materials,366975156224,BSE
ABSLNN50ET,Unknown,Unknown,Unknown,0,BSE
NILASPACES,Nila Spaces Limited,Real Estate—Development,Real Estate,4734545920,BSE
SRD,Unknown,Unknown,Unknown,0,BSE
TREJHARA,Trejhara Solutions Limited,Software—Application,Technology,4228598016,BSE
DECCAN,Unknown,Unknown,Unknown,0,BSE
AXITA,Axita Cotton Limited,Textile Manufacturing,Consumer Cyclical,5710432768,BSE
KPIGREEN,KPI Green Energy Limited,Utilities—Renewable,Utilities,112148545536,BSE
HIKLASS,Unknown,Unknown,Unknown,0,BSE
RPSGVENT,RPSG Ventures Limited,Information Technology Services,Technology,35963260928,BSE
SPENCERS,Unknown,Department Stores,Consumer Cyclical,9658288128,BSE
GLOSTERLTD,Gloster Limited,Textile Manufacturing,Consumer Cyclical,8214040576,BSE
XELPMOC,Xelpmoc Design and Tech Limited,Information Technology Services,Technology,1769372416,BSE
SPACAPS,Unknown,Unknown,Unknown,0,BSE
AARSHYAM,Unknown,Unknown,Unknown,0,BSE
RITCO,Ritco Logistics Limited,Integrated Freight & Logistics,Industrials,8979743744,BSE
CHALET,Chalet Hotels Limited,Lodging,Consumer Cyclical,188924657664,BSE
ANMOL,Anmol India Limited,Thermal Coal,Energy,1751249920,BSE
JONJUA,Unknown,Unknown,Unknown,0,BSE
KRANTI,Unknown,Unknown,Unknown,0,BSE
ANUP,The Anup Engineering Limited,Specialty Industrial Machinery,Industrials,46612828160,BSE
GLEAM,Unknown,Unknown,Unknown,0,BSE
ARVINDFASN,Arvind Fashions Limited,Apparel Manufacturing,Consumer Cyclical,79972450304,BSE
UTISXN50,Unknown,Unknown,Unknown,0,BSE
JYOTIN,Unknown,Unknown,Unknown,0,BSE
AGOL,Unknown,Unknown,Unknown,0,BSE
AARTECH,Aartech Solonics Limited,Electrical Equipment & Parts,Industrials,2273807616,BSE
HBEL,Unknown,Unknown,Unknown,0,BSE
MSTCLTD,Unknown,Conglomerates,Industrials,47773437952,BSE
ROOPSHRI,Unknown,Unknown,Unknown,0,BSE
CHANDNIMACH,Unknown,Unknown,Unknown,0,BSE
NSL,Unknown,Unknown,Unknown,0,BSE
RVNL,Rail Vikas Nigam Limited,Engineering & Construction,Industrials,1094010011648,BSE
METROPOLIS,Metropolis Healthcare Limited,Diagnostics & Research,Healthcare,115329466368,BSE
KPITTECH,KPIT Technologies Limited,Information Technology Services,Technology,453568167936,BSE
POLYCAB,Polycab India Limited,Electrical Equipment & Parts,Industrials,1101036257280,BSE
VRFILMS,Unknown,Unknown,Unknown,0,BSE
VIKASLIFE,Vikas Lifecare Limited,Farm Products,Consumer Defensive,9280601088,BSE
NEOGEN,Neogen Chemicals Limited,Specialty Chemicals,Basic Materials,57382838272,BSE
GKP,Unknown,Unknown,Unknown,0,BSE
WORL,Unknown,Unknown,Unknown,0,BSE
EVANS,Unknown,Unknown,Unknown,0,BSE
BMW,Unknown,Unknown,Unknown,0,BSE
AEPL,Unknown,Unknown,Unknown,0,BSE
CHCL,Unknown,Unknown,Unknown,0,BSE
DEL,Unknown,Unknown,Unknown,0,BSE
HARISH,Unknown,Unknown,Unknown,0,BSE
PPL,Prakash Pipes Limited,Building Products & Equipment,Industrials,14012594176,BSE
DGCONTENT,Digicontent Limited,Internet Content & Information,Communication Services,2376597504,BSE
PARSHVA,Unknown,Unknown,Unknown,0,BSE
ARL,Unknown,Unknown,Unknown,0,BSE
MURAE,Unknown,Unknown,Unknown,0,BSE
SBC,SBC Exports Limited,Conglomerates,Industrials,10831734784,BSE
INDIAMART,IndiaMART InterMESH Limited,Internet Content & Information,Communication Services,179598213120,BSE
CPML,Unknown,Unknown,Unknown,0,BSE
SKIEL,Unknown,Unknown,Unknown,0,BSE
DCMNVL,DCM Nouvelle Limited,Textile Manufacturing,Consumer Cyclical,4027867392,BSE
BANKIETF,Unknown,Unknown,Unknown,0,BSE
SNXT50BEES,Unknown,Unknown,Unknown,0,BSE
AFFLE,Affle (India) Limited,Advertising Agencies,Communication Services,224143015936,BSE
SEACOAST,Unknown,Unknown,Unknown,0,BSE
PVTBANIETF,Unknown,Unknown,Unknown,0,BSE
SPANDANA,Spandana Sphoorty Financial Limited,Credit Services,Financial Services,41891749888,BSE
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Solar,Technology,139745853440,BSE
ALPHALOGIC,Unknown,Unknown,Unknown,0,BSE
NOVATEOR,Unknown,Unknown,Unknown,0,BSE
360ONE,360 One Wam Limited,Asset Management,Financial Services,369776459776,BSE
IIFLSEC,IIFL Securities Limited,Capital Markets,Financial Services,116802371584,BSE
MUFIN,Mufin Green Finance Limited,Credit Services,Financial Services,18265870336,BSE
MISQUITA,Unknown,Unknown,Unknown,0,BSE
GALACTICO,Unknown,Unknown,Unknown,0,BSE
VEL,Unknown,Unknown,Unknown,0,BSE
NIESSPJ,Unknown,Unknown,Unknown,0,BSE
NIESSPI,Unknown,Unknown,Unknown,0,BSE
NIESSPB,Unknown,Unknown,Unknown,0,BSE
NIESSPO,Unknown,Unknown,Unknown,0,BSE
NIESSPC,Unknown,Unknown,Unknown,0,BSE
NIESSPP,Unknown,Unknown,Unknown,0,BSE
NIESSPA,Unknown,Unknown,Unknown,0,BSE
NIESSPG,Unknown,Unknown,Unknown,0,BSE
FLUOROCHEM,Gujarat Fluorochemicals Limited,Specialty Chemicals,Basic Materials,474205978624,BSE
NIEHSPA,Unknown,Unknown,Unknown,0,BSE
NIEHSPB,Unknown,Unknown,Unknown,0,BSE
NIEHSPC,Unknown,Unknown,Unknown,0,BSE
NIEHSPF,Unknown,Unknown,Unknown,0,BSE
NIEHSPI,Unknown,Unknown,Unknown,0,BSE
NIEHSPK,Unknown,Unknown,Unknown,0,BSE
NIEHSPM,Unknown,Unknown,Unknown,0,BSE
NIEHSPN,Unknown,Unknown,Unknown,0,BSE
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Railroads,Industrials,744760016896,BSE
NIESSPD,Unknown,Unknown,Unknown,0,BSE
NIESSPE,Unknown,Unknown,Unknown,0,BSE
NIESSPF,Unknown,Unknown,Unknown,0,BSE
NIEHSPD,Unknown,Unknown,Unknown,0,BSE
NIESSPH,Unknown,Unknown,Unknown,0,BSE
NIEHSPE,Unknown,Unknown,Unknown,0,BSE
NIESSPK,Unknown,Unknown,Unknown,0,BSE
NIEHSPG,Unknown,Unknown,Unknown,0,BSE
NIEHSPH,Unknown,Unknown,Unknown,0,BSE
NIEHSPJ,Unknown,Unknown,Unknown,0,BSE
NIEHSPL,Unknown,Unknown,Unknown,0,BSE
NIESSPL,Unknown,Unknown,Unknown,0,BSE
NIESSPM,Unknown,Unknown,Unknown,0,BSE
NIESSPN,Unknown,Unknown,Unknown,0,BSE
GOBLIN,Unknown,Unknown,Unknown,0,BSE
GENSOL,Gensol Engineering Limited,Solar,Technology,32329230336,BSE
VISHWARAJ,Vishwaraj Sugar Industries Limited,Confectioners,Consumer Defensive,4343490560,BSE
GREENPANEL,Greenpanel Industries Limited,Lumber & Wood Production,Basic Materials,48449929216,BSE
SHAHLON,Unknown,Unknown,Unknown,0,BSE
ABSLBANETF,Unknown,Unknown,Unknown,0,BSE
MOUNT,Unknown,Unknown,Unknown,0,BSE
ANUROOP,Unknown,Unknown,Unknown,0,BSE
COLABCLOUD,Unknown,Unknown,Unknown,0,BSE
CSBBANK,CSB Bank Limited,Banks—Regional,Financial Services,53128081408,BSE
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Banks—Regional,Financial Services,77425221632,BSE
HINDWAREAP,Hindware Home Innovation Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,23232448512,BSE
EASUN,Unknown,Unknown,Unknown,0,BSE
PRINCEPIPE,Prince Pipes and Fittings Limited,Building Products & Equipment,Industrials,61787013120,BSE
ASSAMENT,Unknown,Unknown,Unknown,0,BSE
GIANLIFE,Unknown,Unknown,Unknown,0,BSE
ARTEMISMED,Unknown,Unknown,Unknown,0,BSE
SUMICHEM,Sumitomo Chemical India Limited,Agricultural Inputs,Basic Materials,282142277632,BSE
MIDCAPIETF,Unknown,Unknown,Unknown,0,BSE
NEXT50,Unknown,Unknown,Unknown,0,BSE
JANUSCORP,Unknown,Unknown,Unknown,0,BSE
VARDHANCFL,Unknown,Unknown,Unknown,0,BSE
UNIVPHOTO,Universus Photo Imagings Limited,Medical Devices,Healthcare,4436656640,BSE
CBPL,Unknown,Unknown,Unknown,0,BSE
OCTAVIUSPL,Unknown,Unknown,Unknown,0,BSE
SUVENPHAR,Suven Pharmaceuticals Limited,Drug Manufacturers—Specialty & Generic,Healthcare,306101649408,BSE
SMAUTO,Unknown,Unknown,Unknown,0,BSE
SBICARD,SBI Cards and Payment Services Limited,Credit Services,Financial Services,732856844288,BSE
08MPD,Unknown,Unknown,Unknown,0,BSE
08ADR,Unknown,Unknown,Unknown,0,BSE
08MPR,Unknown,Unknown,Unknown,0,BSE
08AMD,Unknown,Unknown,Unknown,0,BSE
08AMR,Unknown,Unknown,Unknown,0,BSE
08BPB,Unknown,Unknown,Unknown,0,BSE
08GPG,Unknown,Unknown,Unknown,0,BSE
08ABB,Unknown,Unknown,Unknown,0,BSE
08QPD,Unknown,Unknown,Unknown,0,BSE
08AGG,Unknown,Unknown,Unknown,0,BSE
08QPR,Unknown,Unknown,Unknown,0,BSE
08AQD,Unknown,Unknown,Unknown,0,BSE
08DPD,Unknown,Unknown,Unknown,0,BSE
08AQR,Unknown,Unknown,Unknown,0,BSE
08DPR,Unknown,Unknown,Unknown,0,BSE
08ADD,Unknown,Unknown,Unknown,0,BSE
ROJL,Unknown,Unknown,Unknown,0,BSE
COSPOWER,Unknown,Unknown,Unknown,0,BSE
11DPR,Unknown,Unknown,Unknown,0,BSE
11GPG,Unknown,Unknown,Unknown,0,BSE
11MPD,Unknown,Unknown,Unknown,0,BSE
11MPR,Unknown,Unknown,Unknown,0,BSE
11QPD,Unknown,Unknown,Unknown,0,BSE
11QPR,Unknown,Unknown,Unknown,0,BSE
11ADD,Unknown,Unknown,Unknown,0,BSE
11ADR,Unknown,Unknown,Unknown,0,BSE
11AGG,Unknown,Unknown,Unknown,0,BSE
11AMD,Unknown,Unknown,Unknown,0,BSE
11AMR,Unknown,Unknown,Unknown,0,BSE
11AQD,Unknown,Unknown,Unknown,0,BSE
11AQR,Unknown,Unknown,Unknown,0,BSE
11DPD,Unknown,Unknown,Unknown,0,BSE
POWERINDIA,Hitachi Energy India Limited,Electronic Components,Technology,603911684096,BSE
DJML,DJ Mediaprint & Logistics Limited,Specialty Business Services,Industrials,4073431040,BSE
NATURAL,Unknown,Unknown,Unknown,0,BSE
REGIS,Unknown,Unknown,Unknown,0,BSE
BILLWIN,Unknown,Unknown,Unknown,0,BSE
AARTISURF,Aarti Surfactants Limited,Specialty Chemicals,Basic Materials,7026898944,BSE
BONLON,Unknown,Unknown,Unknown,0,BSE
BOROLTD,Borosil Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,49336721408,BSE
ROSSARI,Rossari Biotech Limited,Specialty Chemicals,Basic Materials,50078281728,BSE
NDRAUTO,NDR Auto Components Limited,Auto Parts,Consumer Cyclical,20909656064,BSE
SBGLP,Suratwwala Business Group Limited,Real Estate—Development,Real Estate,18382096384,BSE
ALPL30IETF,Unknown,Unknown,Unknown,0,BSE
MAXHEALTH,Max Healthcare Institute Limited,Medical Care Facilities,Healthcare,941995851776,BSE
ITIETF,Unknown,Unknown,Unknown,0,BSE
MAXIND,Unknown,Medical Care Facilities,Healthcare,11394932736,BSE
HDFCNIFBAN,Unknown,Unknown,Unknown,0,BSE
UTIBANKETF,Unknown,Unknown,Unknown,0,BSE
HAPPSTMNDS,Happiest Minds Technologies Limited,Information Technology Services,Technology,120545591296,BSE
ROUTE,Route Mobile Limited,Telecom Services,Communication Services,98981888000,BSE
SAMRATFORG,Unknown,Unknown,Unknown,0,BSE
ADVAIT,Advait Infratech Limited,Specialty Industrial Machinery,Industrials,19129589760,BSE
ADL,Archidply Decor Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,573880384,BSE
CAMS,Computer Age Management Services Limited,Information Technology Services,Technology,225506689024,BSE
CHEMCON,Chemcon Speciality Chemicals Limited,Specialty Chemicals,Basic Materials,10044138496,BSE
SECMARK,SecMark Consultancy Limited,Consulting Services,Industrials,936953984,BSE
ANGELONE,Angel One Limited,Capital Markets,Financial Services,234397106176,BSE
ATAM,Atam Valves Limited,Specialty Industrial Machinery,Industrials,1729766656,BSE
MAZDOCK,Mazagon Dock Shipbuilders Limited,Aerospace & Defense,Industrials,846250835968,BSE
UTIAMC,UTI Asset Management Company Limited,Asset Management,Financial Services,157446651904,BSE
GMPL,Unknown,Unknown,Unknown,0,BSE
LIKHITHA,Likhitha Infrastructure Limited,Oil & Gas Equipment & Services,Energy,15111321600,BSE
VGIL,Unknown,Unknown,Unknown,0,BSE
HEMIPROP,Hemisphere Properties India Limited,Real Estate—Diversified,Real Estate,56073748480,BSE
EQUITASBNK,Equitas Small Finance Bank Limited,Banks—Regional,Financial Services,87630340096,BSE
SHINEFASH,Unknown,Unknown,Unknown,0,BSE
GLAND,Gland Pharma Limited,Drug Manufacturers—Specialty & Generic,Healthcare,296684716032,BSE
ESG,Unknown,Unknown,Unknown,0,BSE
RBA,Restaurant Brands Asia Limited,Restaurants,Consumer Cyclical,54777090048,BSE
TARC,TARC Limited,Real Estate—Development,Real Estate,76902023168,BSE
RVHL,Ravinder Heights Limited,Real Estate—Development,Real Estate,3811392256,BSE
FAIRCHEMOR,Fairchem Organics Limited,Specialty Chemicals,Basic Materials,15902426112,BSE
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Packaged Foods,Consumer Defensive,116373962752,BSE
AWHCL,Antony Waste Handling Cell Limited,Waste Management,Industrials,21185669120,BSE
INFRABEES,Unknown,Unknown,Unknown,0,BSE
RFLL,MSCI EMU DEFENSIVE SECT NETR EU,Unknown,Unknown,0,BSE
IRFC,Indian Railway Finance Corporation Limited,Credit Services,Financial Services,2030191509504,BSE
INDIGOPNTS,Indigo Paints Limited,Specialty Chemicals,Basic Materials,71767228416,BSE
HOMEFIRST,Home First Finance Company India Limited,Mortgage Finance,Financial Services,105560981504,BSE
STOVEKRAFT,Stove Kraft Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,29616064512,BSE
MRP,Unknown,Unknown,Unknown,0,BSE
SMCGLOBAL,SMC Global Securities Limited,Capital Markets,Financial Services,16223264768,BSE
NURECA,Nureca Limited,Medical Devices,Healthcare,3593071616,BSE
RAILTEL,RailTel Corporation of India Limited,Telecom Services,Communication Services,145657708544,BSE
HERANBA,Heranba Industries Limited,Agricultural Inputs,Basic Materials,19554598912,BSE
DAVANGERE,Davangere Sugar Company Limited,Confectioners,Consumer Defensive,6548281344,BSE
DRCSYSTEMS,DRC Systems India Limited,Information Technology Services,Technology,3356688384,BSE
MTARTECH,MTAR Technologies Limited,Specialty Industrial Machinery,Industrials,53280243712,BSE
JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals,Basic Materials,122476167168,BSE
EASEMYTRIP,Easy Trip Planners Limited,Travel Services,Consumer Cyclical,60284801024,BSE
KMEW,Unknown,Unknown,Unknown,0,BSE
SUUMAYA,Unknown,Unknown,Unknown,0,BSE
ANURAS,Anupam Rasayan India Ltd,Specialty Chemicals,Basic Materials,84139098112,BSE
CRAFTSMAN,Craftsman Automation Limited,Auto Parts,Consumer Cyclical,155348860928,BSE
LXCHEM,Laxmi Organic Industries Limited,Specialty Chemicals,Basic Materials,80500473856,BSE
KALYANKJIL,Kalyan Jewellers India Limited,Luxury Goods,Consumer Cyclical,773008982016,BSE
SURYODAY,Suryoday Small Finance Bank Limited,Banks—Regional,Financial Services,19050088448,BSE
NAZARA,Nazara Technologies Limited,Electronic Gaming & Multimedia,Communication Services,76859252736,BSE
SUVIDHAA,Suvidhaa Infoserve Limited,Information Technology Services,Technology,1145546240,BSE
BARBEQUE,Barbeque-Nation Hospitality Limited,Restaurants,Consumer Cyclical,25262583808,BSE
EKI,Unknown,Unknown,Unknown,0,BSE
RCAN,Unknown,Unknown,Unknown,0,BSE
JETMALL,Unknown,Unknown,Unknown,0,BSE
LODHA,Macrotech Developers Limited,Real Estate—Development,Real Estate,1215138234368,BSE
DEEPINDS,Unknown,Oil & Gas E&P,Energy,27993600000,BSE
MAFANG,Unknown,Unknown,Unknown,0,BSE
HEALTHIETF,Unknown,Unknown,Unknown,0,BSE
IWEL,Inox Wind Energy Limited,Specialty Industrial Machinery,Industrials,152765382656,BSE
VINEETLAB,Vineet Laboratories Limited,Chemicals,Basic Materials,541616832,BSE
SHYAMMETL,Shyam Metalics and Energy Limited,Steel,Basic Materials,250999717888,BSE
SONACOMS,Sona BLW Precision Forgings Limited,Auto Parts,Consumer Cyclical,454385893376,BSE
NAVODAYENT,Unknown,Unknown,Unknown,0,BSE
DODLA,Dodla Dairy Limited,Food Distribution,Consumer Defensive,70755459072,BSE
KIMS,Krishna Institute of Medical Sciences Limited,Medical Care Facilities,Healthcare,222657363968,BSE
ADESHWAR,Unknown,Unknown,Unknown,0,BSE
TIMESGREEN,Unknown,Unknown,Unknown,0,BSE
IPL,India Pesticides Limited,Agricultural Inputs,Basic Materials,24005935104,BSE
FOCUS,Unknown,Unknown,Unknown,0,BSE
GRINFRA,G R Infraprojects Limited,Engineering & Construction,Industrials,168682127360,BSE
CLEAN,Clean Science and Technology Limited,Specialty Chemicals,Basic Materials,172822446080,BSE
AAPLUSTRAD,Unknown,Unknown,Unknown,0,BSE
ZOMATO,Zomato Limited,Internet Retail,Consumer Cyclical,2386810109952,BSE
TATVA,Tatva Chintan Pharma Chem Limited,Specialty Chemicals,Basic Materials,24123103232,BSE
GLS,Glenmark Life Sciences Limited,Drug Manufacturers—Specialty & Generic,Healthcare,137728720896,BSE
BFSI,Unknown,Unknown,Unknown,0,BSE
GCSL,Unknown,Unknown,Unknown,0,BSE
ROLEXRINGS,Rolex Rings Limited,Metal Fabrication,Industrials,68587065344,BSE
FMCGIETF,Unknown,Unknown,Unknown,0,BSE
EXXARO,Exxaro Tiles Limited,Building Products & Equipment,Industrials,4277249024,BSE
KRSNAA,Krsnaa Diagnostics Limited,Diagnostics & Research,Healthcare,27557730304,BSE
WINDLAS,Windlas Biotech Limited,Drug Manufacturers—Specialty & Generic,Healthcare,17956493312,BSE
DEVYANI,Devyani International Limited,Restaurants,Consumer Cyclical,232629174272,BSE
MOL,Meghmani Organics Limited,Agricultural Inputs,Basic Materials,26524950528,BSE
EPIGRAL,Epigral Limited,Chemicals,Basic Materials,95619473408,BSE
CARTRADE,CarTrade Tech Limited,Auto & Truck Dealerships,Consumer Cyclical,46827098112,BSE
NUVOCO,Nuvoco Vistas Corporation Limited,Building Materials,Basic Materials,128915464192,BSE
APTUS,Aptus Value Housing Finance India Limited,Mortgage Finance,Financial Services,175880339456,BSE
CHEMPLASTS,Chemplast Sanmar Limited,Chemicals,Basic Materials,81592664064,BSE
SHARPLINE,Unknown,Unknown,Unknown,0,BSE
AASHKA,Aashka Hospitals Limited,Unknown,Unknown,0,BSE
AXISTECETF,Unknown,Unknown,Unknown,0,BSE
AXISHCETF,Unknown,Unknown,Unknown,0,BSE
AMIORG,Ami Organics Limited,Specialty Chemicals,Basic Materials,70329819136,BSE
VIJAYA,Vijaya Diagnostic Centre Limited,Diagnostics & Research,Healthcare,97588396032,BSE
POBS,Unknown,Unknown,Unknown,0,BSE
AXISCETF,Unknown,Unknown,Unknown,0,BSE
SANSERA,Sansera Engineering Limited,Auto Parts,Consumer Cyclical,90784645120,BSE
PREVEST,Unknown,Unknown,Unknown,0,BSE
MARKOLINES,Unknown,Unknown,Unknown,0,BSE
MASPTOP50,Unknown,Unknown,Unknown,0,BSE
SBLI,Unknown,Unknown,Unknown,0,BSE
PARAS,Paras Defence and Space Technologies Limited,Aerospace & Defense,Industrials,43489009664,BSE
GETALONG,Unknown,Unknown,Unknown,0,BSE
SVRL,Unknown,Unknown,Unknown,0,BSE
ABSLAMC,Aditya Birla Sun Life AMC Limited,Asset Management,Financial Services,216294817792,BSE
PROMAX,Unknown,Unknown,Unknown,0,BSE
SAMOR,Unknown,Unknown,Unknown,0,BSE
ADISHAKTI,Unknown,Unknown,Unknown,0,BSE
CONSUMIETF,Unknown,Unknown,Unknown,0,BSE
NYKAA,FSN E-Commerce Ventures Limited,Internet Retail,Consumer Cyclical,563728678912,BSE
FINOPB,Fino Payments Bank Limited,Banks—Regional,Financial Services,35095633920,BSE
SJS,S.J.S. Enterprises Limited,Auto Parts,Consumer Cyclical,30518016000,BSE
EQUAL50ADD,Unknown,Unknown,Unknown,0,BSE
SIGACHI,Sigachi Industries Limited,Drug Manufacturers—Specialty & Generic,Healthcare,18399606784,BSE
POLICYBZR,PB Fintech Limited,Insurance Brokers,Financial Services,784558850048,BSE
SGFRL,Unknown,Unknown,Unknown,0,BSE
PAYTM,One97 Communications Limited,Software—Infrastructure,Technology,465542250496,BSE
SAPPHIRE,Sapphire Foods India Limited,Restaurants,Consumer Cyclical,114481356800,BSE
LATENTVIEW,Latent View Analytics Limited,Consulting Services,Industrials,97941749760,BSE
